accx,accy,accz,gx,gy,gz,g,ax,ay,az,a
-9.94,0.31,-0.39,-10.05,0.24,-0.68,10.08,0.1,0.07,0.29,0.32
-9.94,0.51,-0.55,-10.03,0.29,-0.66,10.05,0.08,0.21,0.11,0.25
-10.22,0.08,-0.35,-10.07,0.25,-0.6,10.09,-0.15,-0.17,0.24,0.34
-9.87,0.23,-0.31,-10.03,0.25,-0.54,10.04,0.16,-0.01,0.23,0.28
-10.14,0.19,-0.66,-10.05,0.24,-0.56,10.07,-0.09,-0.04,-0.1,0.14
-10.22,0.27,-1.13,-10.08,0.24,-0.68,10.11,-0.14,0.03,-0.45,0.47
-9.94,0.35,-1.01,-10.06,0.27,-0.74,10.09,0.11,0.09,-0.27,0.3
-10.18,0.12,-1.33,-10.08,0.24,-0.86,10.12,-0.1,-0.12,-0.47,0.49
-9.91,0.39,-0.35,-10.05,0.27,-0.76,10.08,0.14,0.12,0.41,0.45
-10.26,0.16,-0.82,-10.09,0.24,-0.77,10.12,-0.17,-0.09,-0.05,0.2
-10.06,0.04,-0.31,-10.08,0.2,-0.68,10.11,0.02,-0.16,0.37,0.4
-9.79,0.23,-0.19,-10.02,0.21,-0.58,10.04,0.23,0.02,0.39,0.45
-10.02,0.51,-0.7,-10.02,0.27,-0.61,10.05,0,0.24,-0.1,0.26
-10.14,0.27,-0.98,-10.05,0.27,-0.68,10.07,-0.09,0,-0.3,0.31
-9.87,0.35,-0.47,-10.01,0.29,-0.64,10.04,0.14,0.06,0.17,0.23
-9.98,0.35,-0.86,-10.01,0.3,-0.68,10.03,0.02,0.05,-0.18,0.19
-10.22,0.08,-1.21,-10.05,0.25,-0.79,10.08,-0.17,-0.18,-0.42,0.49
-9.98,0.12,-1.6,-10.04,0.23,-0.95,10.08,0.05,-0.11,-0.65,0.66
-10.02,0.55,-2.38,-10.03,0.29,-1.24,10.11,0.01,0.25,-1.14,1.17
-10.14,0.16,-2.14,-10.05,0.26,-1.42,10.16,-0.09,-0.11,-0.73,0.74
-10.26,-0.27,-1.87,-10.09,0.16,-1.51,10.21,-0.16,-0.43,-0.36,0.59
-9.79,-0.04,-2.18,-10.03,0.12,-1.64,10.17,0.24,-0.16,-0.54,0.61
-10.1,-0.16,-0.9,-10.05,0.06,-1.49,10.16,-0.05,-0.22,0.6,0.64
-9.83,-0.27,-1.01,-10,0,-1.4,10.1,0.18,-0.27,0.38,0.5
-10.22,-0.62,-2.26,-10.05,-0.13,-1.57,10.17,-0.17,-0.5,-0.69,0.87
-10.06,-0.78,-2.42,-10.05,-0.26,-1.74,10.2,-0.01,-0.52,-0.68,0.86
-9.98,-1.09,-2.26,-10.04,-0.43,-1.84,10.21,0.05,-0.67,-0.42,0.79
-9.87,-1.4,-1.91,-10,-0.62,-1.86,10.19,0.14,-0.78,-0.05,0.8
-10.06,-1.79,-1.48,-10.01,-0.86,-1.78,10.21,-0.05,-0.94,0.3,0.99
-9.52,-2.26,-1.99,-9.91,-1.14,-1.82,10.14,0.4,-1.13,-0.17,1.2
-10.53,-1.87,0.51,-10.04,-1.28,-1.36,10.21,-0.49,-0.59,1.86,2.02
-9.94,-2.22,-2.03,-10.02,-1.47,-1.49,10.24,0.07,-0.75,-0.54,0.93
-9.71,-2.42,-0.74,-9.96,-1.66,-1.34,10.18,0.25,-0.76,0.6,1
-10.84,-3,-0.16,-10.13,-1.93,-1.1,10.38,-0.71,-1.07,0.95,1.6
-9.28,-2.46,-1.21,-9.96,-2.03,-1.13,10.23,0.68,-0.42,-0.08,0.81
-9.67,-2.92,-0.86,-9.91,-2.21,-1.07,10.21,0.23,-0.71,0.21,0.78
-10.1,-2.61,-0.08,-9.94,-2.29,-0.87,10.24,-0.16,-0.32,0.8,0.87
-10.45,-3.59,-0.78,-10.05,-2.55,-0.85,10.4,-0.41,-1.04,0.07,1.12
-10.45,-2.96,-0.35,-10.13,-2.63,-0.75,10.49,-0.32,-0.33,0.4,0.61
-9.94,-1.87,0.27,-10.09,-2.48,-0.55,10.41,0.15,0.61,0.82,1.03
-10.14,-1.56,-0.82,-10.1,-2.3,-0.6,10.38,-0.04,0.74,-0.22,0.77
-10.06,-0.98,-1.52,-10.09,-2.03,-0.79,10.33,0.03,1.06,-0.73,1.29
-10.18,-0.35,-0.19,-10.11,-1.7,-0.67,10.27,-0.07,1.35,0.47,1.43
-9.94,-0.66,-0.35,-10.08,-1.49,-0.6,10.2,0.13,0.83,0.25,0.87
-9.83,0.35,-0.9,-10.03,-1.12,-0.66,10.11,0.2,1.47,-0.23,1.5
-10.1,0.31,-0.51,-10.04,-0.83,-0.63,10.1,-0.06,1.15,0.12,1.16
-9.75,0.94,-0.82,-9.98,-0.48,-0.67,10.02,0.23,1.42,-0.15,1.44
-11.78,0.31,-1.25,-10.34,-0.32,-0.79,10.38,-1.44,0.63,-0.46,1.64
-9.71,0.62,-2.11,-10.22,-0.13,-1.05,10.27,0.51,0.76,-1.06,1.39
-10.02,0.39,-0.66,-10.18,-0.03,-0.97,10.22,0.15,0.42,0.31,0.54
-9.71,0.62,-0.82,-10.08,0.1,-0.94,10.13,0.37,0.52,0.12,0.65
-10.65,0.66,-1.91,-10.2,0.21,-1.14,10.26,-0.45,0.45,-0.78,1
-9.28,-0.04,-1.68,-10.01,0.16,-1.24,10.09,0.73,-0.2,-0.43,0.87
-10.18,0.23,-1.44,-10.05,0.18,-1.28,10.13,-0.13,0.06,-0.16,0.21
-10.18,0.47,-1.33,-10.07,0.24,-1.29,10.16,-0.11,0.23,-0.03,0.26
-10.1,0.16,-1.44,-10.08,0.22,-1.32,10.17,-0.02,-0.06,-0.12,0.14
-11.86,-0.43,-0.39,-10.43,0.09,-1.14,10.5,-1.42,-0.52,0.75,1.69
-10.26,-0.55,-0.7,-10.4,-0.04,-1.05,10.45,0.14,-0.51,0.35,0.63
-10.73,-1.72,-3.24,-10.46,-0.37,-1.49,10.58,-0.26,-1.34,-1.75,2.22
-9.2,-1.37,-0.62,-10.21,-0.57,-1.31,10.31,1.01,-0.79,0.69,1.46
-10.57,-0.55,-1.05,-10.28,-0.57,-1.26,10.38,-0.29,0.02,0.21,0.35
-9.56,-1.52,-0.62,-10.14,-0.76,-1.13,10.23,0.58,-0.76,0.51,1.09
-11.47,-1.29,-1.6,-10.4,-0.86,-1.23,10.51,-1.06,-0.42,-0.37,1.2
-9.28,-1.21,-1.91,-10.18,-0.93,-1.36,10.31,0.9,-0.28,-0.55,1.09
-9.44,-1.33,-0.39,-10.03,-1.01,-1.17,10.15,0.59,-0.31,0.78,1.03
-10.22,-1.4,-1.83,-10.07,-1.09,-1.3,10.21,-0.15,-0.31,-0.53,0.64
-9.4,-2.46,-1.17,-9.93,-1.36,-1.28,10.11,0.54,-1.09,0.11,1.22
-9.67,-1.99,-0.98,-9.88,-1.49,-1.22,10.07,0.21,-0.5,0.24,0.59
-8.85,-1.91,-0.74,-9.68,-1.57,-1.12,9.87,0.82,-0.34,0.38,0.97
-9.87,-1.83,-1.05,-9.71,-1.62,-1.11,9.91,-0.15,-0.21,0.05,0.26
-7.84,-1.72,-0.43,-9.34,-1.64,-0.97,9.53,1.5,-0.07,0.54,1.6
-11.15,-1.09,-0.62,-9.7,-1.53,-0.9,9.86,-1.45,0.44,0.28,1.54
-11.86,-2.65,0.39,-10.13,-1.76,-0.64,10.3,-1.72,-0.9,1.03,2.2
-10.18,-0.86,0.7,-10.14,-1.58,-0.37,10.27,-0.04,0.72,1.08,1.29
-10.34,-1.29,-0.78,-10.18,-1.52,-0.46,10.3,-0.15,0.23,-0.32,0.43
-9.87,-1.01,-0.39,-10.12,-1.42,-0.44,10.23,0.25,0.4,0.05,0.48
-11.51,0.35,-0.19,-10.4,-1.06,-0.39,10.46,-1.11,1.42,0.2,1.81
-10.53,-0.23,0.04,-10.42,-0.9,-0.31,10.47,-0.11,0.66,0.35,0.76
-9.71,0.16,0.7,-10.28,-0.69,-0.1,10.3,0.57,0.84,0.81,1.3
-10.37,0.62,0.39,-10.3,-0.43,-0.01,10.31,-0.08,1.05,0.4,1.12
-9.2,-0.04,0.58,-10.08,-0.35,0.11,10.09,0.88,0.31,0.47,1.04
-10.3,0.43,-1.44,-10.12,-0.19,-0.2,10.13,-0.17,0.62,-1.24,1.4
-9.4,-0.86,-0.35,-9.98,-0.33,-0.23,9.99,0.58,-0.53,-0.12,0.8
-10.53,0.23,0.62,-10.09,-0.21,-0.06,10.09,-0.44,0.45,0.68,0.93
-10.84,0.19,-0.39,-10.24,-0.13,-0.12,10.24,-0.6,0.33,-0.27,0.74
-9.05,0.12,0.12,-10,-0.08,-0.08,10,0.95,0.2,0.19,0.99
-9.91,1.37,-0.31,-9.98,0.21,-0.12,9.98,0.08,1.16,-0.19,1.18
-9.83,1.09,0.19,-9.95,0.38,-0.06,9.96,0.12,0.71,0.25,0.76
-9.79,1.09,-0.23,-9.92,0.53,-0.09,9.93,0.13,0.57,-0.14,0.6
-10.06,0.94,1.99,-9.95,0.61,0.32,9.97,-0.11,0.33,1.67,1.7
-7.8,0.98,-1.09,-9.52,0.68,0.04,9.54,1.72,0.29,-1.13,2.08
-12.32,0.12,1.09,-10.08,0.57,0.25,10.1,-2.24,-0.45,0.84,2.44
-10.92,-0.43,1.6,-10.25,0.37,0.52,10.27,-0.67,-0.8,1.08,1.5
-9.63,0,0.19,-10.12,0.3,0.45,10.14,0.49,-0.3,-0.26,0.63
-7.99,0.51,-1.21,-9.7,0.34,0.12,9.71,1.7,0.17,-1.33,2.17
-10.45,0.74,1.4,-9.85,0.42,0.38,9.87,-0.6,0.32,1.03,1.23
-9.83,0.27,1.44,-9.85,0.39,0.59,9.87,0.02,-0.12,0.85,0.86
-9.63,0.47,1.75,-9.8,0.4,0.82,9.85,0.17,0.06,0.93,0.95
-12.01,1.01,1.87,-10.24,0.53,1.03,10.31,-1.77,0.49,0.84,2.02
-8.77,0.58,0.9,-9.95,0.54,1.01,10.02,1.18,0.05,-0.11,1.18
-11.43,2.22,0.58,-10.25,0.88,0.92,10.32,-1.18,1.35,-0.34,1.82
-11.04,-0.16,-0.86,-10.4,0.67,0.57,10.44,-0.63,-0.83,-1.42,1.76
-11.62,0.19,0.86,-10.65,0.57,0.62,10.68,-0.97,-0.38,0.23,1.07
-10.53,-0.04,1.56,-10.62,0.45,0.81,10.66,0.09,-0.49,0.75,0.9
-10.41,0.62,1.09,-10.58,0.49,0.87,10.63,0.17,0.14,0.22,0.31
-10.41,0.16,0.35,-10.55,0.42,0.76,10.58,0.14,-0.26,-0.41,0.51
-10.53,0.47,1.21,-10.54,0.43,0.85,10.59,0.01,0.04,0.36,0.36
-10.22,0.78,1.13,-10.48,0.5,0.91,10.53,0.26,0.28,0.22,0.44
-9.05,1.52,-5.46,-10.19,0.7,-0.36,10.22,1.14,0.82,-5.1,5.29
-11.23,0.9,1.64,-10.4,0.74,0.04,10.43,-0.83,0.15,1.6,1.81
-12.99,-1.33,4.06,-10.92,0.33,0.84,10.96,-2.07,-1.65,3.22,4.17
-9.67,0.31,1.83,-10.67,0.33,1.04,10.72,1,-0.01,0.79,1.27
-12.32,-0.94,1.09,-11,0.07,1.05,11.05,-1.32,-1.01,0.04,1.67
-10.18,0,1.37,-10.84,0.06,1.11,10.89,0.66,-0.06,0.25,0.71
-8.93,1.4,0.82,-10.45,0.33,1.05,10.51,1.52,1.08,-0.23,1.88
-11.7,-0.04,2.57,-10.7,0.25,1.36,10.79,-1,-0.29,1.22,1.6
-9.71,0.12,0.86,-10.51,0.23,1.26,10.58,0.79,-0.11,-0.4,0.9
-10.57,0.86,2.07,-10.52,0.35,1.42,10.62,-0.05,0.5,0.65,0.82
-11.19,0.82,1.33,-10.65,0.45,1.4,10.75,-0.54,0.37,-0.07,0.66
-9.09,0.43,1.56,-10.34,0.44,1.43,10.45,1.25,-0.01,0.13,1.26
-8.77,-0.51,0.66,-10.03,0.25,1.28,10.11,1.25,-0.76,-0.62,1.59
-10.22,0.16,0.7,-10.07,0.23,1.16,10.13,-0.15,-0.08,-0.46,0.49
-11.19,0.55,0.31,-10.29,0.3,0.99,10.34,-0.9,0.25,-0.68,1.16
-13.18,-0.31,2.96,-10.87,0.17,1.39,10.96,-2.31,-0.49,1.58,2.84
-7.41,1.44,-0.12,-10.18,0.43,1.09,10.24,2.77,1.01,-1.2,3.18
-9.52,1.37,-0.04,-10.04,0.62,0.86,10.1,0.53,0.75,-0.9,1.29
-9.4,1.01,0.39,-9.92,0.7,0.77,9.97,0.52,0.32,-0.38,0.71
-10.02,0.31,0.78,-9.94,0.62,0.77,9.99,-0.09,-0.31,0.01,0.32
-10.57,0.58,1.95,-10.06,0.61,1.01,10.13,-0.51,-0.03,0.94,1.07
-11.7,0.16,1.44,-10.39,0.52,1.09,10.46,-1.31,-0.36,0.35,1.4
-6.12,0.39,0.98,-9.54,0.49,1.07,9.61,3.41,-0.1,-0.09,3.42
-10.3,0.55,1.99,-9.69,0.5,1.25,9.78,-0.61,0.04,0.74,0.95
-9.91,0.19,1.52,-9.73,0.44,1.31,9.83,-0.17,-0.25,0.21,0.37
-10.57,0.31,2.34,-9.9,0.42,1.51,10.02,-0.67,-0.1,0.83,1.07
-9.05,1.17,3.39,-9.73,0.57,1.89,9.93,0.68,0.6,1.5,1.76
-10.84,0.9,2.11,-9.95,0.63,1.93,10.16,-0.89,0.26,0.17,0.94
-9.91,0,2.07,-9.94,0.51,1.96,10.15,0.04,-0.51,0.11,0.52
-9.67,0.12,2.3,-9.89,0.43,2.03,10.1,0.22,-0.31,0.27,0.47
-10.92,0.62,1.72,-10.09,0.47,1.97,10.3,-0.83,0.16,-0.25,0.88
-9.83,0.43,0.39,-10.04,0.46,1.65,10.19,0.21,-0.03,-1.26,1.28
-9.83,0.47,-0.08,-10,0.46,1.3,10.09,0.17,0.01,-1.38,1.39
-10.49,-0.04,0.47,-10.1,0.36,1.14,10.17,-0.39,-0.4,-0.67,0.87
-10.53,0.16,0.82,-10.18,0.32,1.07,10.25,-0.35,-0.16,-0.25,0.46
-9.83,0.43,0.98,-10.11,0.34,1.05,10.17,0.28,0.09,-0.08,0.31
-10.02,0.66,0,-10.09,0.41,0.84,10.14,0.07,0.26,-0.84,0.88
-9.83,0.66,-0.35,-10.04,0.46,0.6,10.07,0.21,0.21,-0.96,1
-9.94,0.47,-0.31,-10.02,0.46,0.42,10.04,0.08,0.01,-0.73,0.74
-10.41,0.39,-0.51,-10.1,0.45,0.24,10.11,-0.31,-0.06,-0.74,0.81
-9.79,0.23,-0.58,-10.04,0.4,0.07,10.05,0.25,-0.17,-0.66,0.72
-10.18,0.39,-0.78,-10.07,0.4,-0.1,10.07,-0.11,-0.01,-0.68,0.69
-10.41,0.23,-0.39,-10.14,0.37,-0.16,10.14,-0.28,-0.13,-0.23,0.39
-9.59,0.27,-0.51,-10.03,0.35,-0.23,10.04,0.43,-0.08,-0.28,0.52
-10.18,0.08,-0.27,-10.06,0.29,-0.24,10.06,-0.12,-0.22,-0.04,0.25
-10.45,0.19,-0.62,-10.14,0.27,-0.31,10.15,-0.32,-0.08,-0.31,0.45
-9.98,0.19,-0.58,-10.11,0.26,-0.37,10.12,0.12,-0.06,-0.22,0.26
-9.94,0.39,-0.04,-10.07,0.28,-0.3,10.08,0.13,0.11,0.26,0.31
-10.96,0.16,0.12,-10.25,0.26,-0.22,10.26,-0.71,-0.1,0.34,0.79
-9.75,0.47,0.47,-10.15,0.3,-0.08,10.16,0.4,0.17,0.55,0.7
-10.22,0.58,-0.08,-10.16,0.36,-0.08,10.17,-0.05,0.23,0,0.23
-10.3,0.23,0.16,-10.19,0.33,-0.03,10.2,-0.11,-0.1,0.19,0.24
-10.34,0.43,0.66,-10.22,0.35,0.11,10.23,-0.12,0.08,0.56,0.57
-9.63,0.66,0.04,-10.1,0.41,0.09,10.11,0.47,0.25,-0.05,0.53
-10.34,0.86,-0.12,-10.15,0.5,0.05,10.16,-0.19,0.35,-0.17,0.43
-9.67,0.39,-0.16,-10.05,0.48,0.01,10.06,0.38,-0.09,-0.17,0.43
-10.3,0.19,-0.08,-10.1,0.42,-0.01,10.11,-0.19,-0.23,-0.07,0.31
-10.06,0.43,-0.47,-10.09,0.42,-0.1,10.1,0.03,0,-0.37,0.37
-9.87,0.47,-0.62,-10.05,0.43,-0.2,10.06,0.18,0.03,-0.42,0.46
-10.37,0.43,-0.04,-10.11,0.43,-0.17,10.12,-0.26,0,0.13,0.29
-9.94,0.55,-0.66,-10.08,0.46,-0.27,10.09,0.13,0.09,-0.39,0.43
-10.45,0.19,-0.19,-10.15,0.4,-0.25,10.17,-0.3,-0.21,0.06,0.37
-9.91,0.55,-0.55,-10.1,0.43,-0.31,10.12,0.2,0.11,-0.23,0.33
-9.91,0.31,-0.04,-10.06,0.41,-0.26,10.08,0.16,-0.1,0.22,0.29
-10.92,0.47,-0.43,-10.24,0.42,-0.29,10.25,-0.68,0.05,-0.14,0.7
-10.3,0.66,-0.7,-10.25,0.47,-0.37,10.27,-0.05,0.19,-0.33,0.38
-9.24,0.74,-0.86,-10.05,0.52,-0.47,10.07,0.8,0.22,-0.39,0.92
-10.61,0.58,-0.62,-10.16,0.54,-0.5,10.19,-0.45,0.05,-0.12,0.47
-10.37,0.31,-0.51,-10.2,0.49,-0.5,10.23,-0.17,-0.18,0,0.25
-9.94,0.31,0,-10.15,0.45,-0.4,10.17,0.21,-0.14,0.4,0.47
-9.94,0.47,0.82,-10.11,0.46,-0.16,10.12,0.16,0.01,0.98,0.99
-10.22,0.31,0.66,-10.13,0.43,0.01,10.14,-0.09,-0.12,0.66,0.67
-8.81,0.98,0.9,-9.87,0.54,0.18,9.88,1.05,0.44,0.71,1.35
-10.53,0.98,1.52,-10,0.63,0.45,10.03,-0.53,0.35,1.07,1.24
-10.37,0.08,0.86,-10.07,0.52,0.53,10.1,-0.3,-0.44,0.33,0.62
-9.83,0.04,0.78,-10.03,0.42,0.58,10.05,0.2,-0.38,0.2,0.47
-9.91,0.47,0.86,-10,0.43,0.64,10.03,0.1,0.04,0.22,0.24
-10.14,1.09,0.35,-10.03,0.56,0.58,10.06,-0.11,0.53,-0.23,0.59
-9.98,0.35,-0.43,-10.02,0.52,0.38,10.04,0.04,-0.17,-0.81,0.83
-9.79,0.12,-0.27,-9.97,0.44,0.25,9.99,0.19,-0.32,-0.52,0.64
-11.08,0.7,-0.47,-10.19,0.49,0.1,10.21,-0.88,0.21,-0.57,1.07
-9.4,0.58,1.01,-10.04,0.51,0.29,10.05,0.64,0.07,0.73,0.97
-10.02,0.58,1.25,-10.03,0.53,0.48,10.06,0.01,0.06,0.77,0.77
-10.41,0.31,1.37,-10.11,0.48,0.66,10.14,-0.3,-0.17,0.71,0.79
-10.1,0.27,-0.19,-10.11,0.44,0.49,10.13,0.01,-0.17,-0.68,0.7
-9.63,0.27,0.51,-10.01,0.41,0.49,10.03,0.38,-0.13,0.02,0.4
-9.83,0.7,0.51,-9.98,0.47,0.49,10,0.15,0.24,0.01,0.28
-10.53,0.47,0.55,-10.09,0.47,0.5,10.11,-0.44,0,0.04,0.45
-9.67,0.35,0.74,-10,0.44,0.55,10.03,0.33,-0.09,0.19,0.39
-9.94,0.62,0.43,-9.99,0.48,0.53,10.02,0.05,0.14,-0.1,0.18
-9.98,0.43,1.05,-9.99,0.47,0.63,10.02,0.01,-0.04,0.42,0.42
-9.94,0.74,0.23,-9.98,0.52,0.55,10.01,0.04,0.22,-0.32,0.39
-10.45,0.55,-0.86,-10.08,0.53,0.27,10.09,-0.38,0.02,-1.13,1.19
-9.83,0.31,0.04,-10.03,0.48,0.22,10.04,0.2,-0.17,-0.19,0.32
-9.91,0.31,-0.19,-10,0.45,0.14,10.01,0.1,-0.14,-0.34,0.38
-10.1,0.19,0.27,-10.02,0.4,0.17,10.03,-0.08,-0.2,0.11,0.24
-9.83,0.35,0.16,-9.98,0.39,0.16,9.99,0.15,-0.04,-0.01,0.16
-10.06,0.27,0.12,-10,0.37,0.16,10.01,-0.06,-0.09,-0.04,0.12
-10.02,0.62,0.19,-10,0.42,0.16,10.01,-0.02,0.21,0.03,0.21
-10.06,0.23,0.12,-10.02,0.38,0.15,10.02,-0.05,-0.15,-0.04,0.16
-9.91,0.51,0.39,-9.99,0.41,0.2,10,0.09,0.1,0.19,0.23
-10.18,0.51,-0.39,-10.03,0.43,0.08,10.04,-0.15,0.08,-0.47,0.5
-10.18,0.39,-0.31,-10.06,0.42,0,10.07,-0.12,-0.03,-0.32,0.34
-9.94,0.23,0.31,-10.04,0.38,0.07,10.04,0.09,-0.15,0.25,0.3
-9.87,0.62,-0.08,-10,0.43,0.04,10.01,0.14,0.19,-0.11,0.26
-10.14,0.35,-0.19,-10.03,0.41,-0.01,10.04,-0.11,-0.06,-0.19,0.22
-10.22,0.08,0.19,-10.07,0.35,0.03,10.07,-0.15,-0.27,0.16,0.35
-9.94,0.27,-0.08,-10.04,0.33,0.01,10.05,0.1,-0.06,-0.09,0.14
-10.18,0.39,-0.51,-10.07,0.34,-0.09,10.08,-0.11,0.05,-0.41,0.43
-10.26,0.27,-0.31,-10.11,0.33,-0.14,10.11,-0.15,-0.06,-0.17,0.24
-9.98,0.31,0.35,-10.08,0.33,-0.04,10.09,0.1,-0.01,0.39,0.4
-10.06,0.35,0.39,-10.08,0.33,0.05,10.08,0.02,0.02,0.34,0.34
-9.91,0.47,0.27,-10.04,0.36,0.09,10.05,0.14,0.11,0.18,0.25
-10.06,0.47,-0.27,-10.05,0.38,0.02,10.06,-0.01,0.09,-0.29,0.3
-10.26,0.23,-0.31,-10.09,0.35,-0.05,10.1,-0.17,-0.12,-0.26,0.33
-9.87,0.66,-0.23,-10.05,0.41,-0.08,10.05,0.18,0.25,-0.15,0.34
-10.14,0.16,-0.04,-10.06,0.36,-0.08,10.07,-0.08,-0.21,0.04,0.22
-9.91,0.31,0.31,-10.03,0.35,0,10.04,0.13,-0.04,0.31,0.34
-9.98,0.7,-0.19,-10.02,0.42,-0.04,10.03,0.04,0.28,-0.16,0.32
-9.98,0.35,0.19,-10.02,0.41,0.01,10.02,0.03,-0.06,0.19,0.2
-10.14,0.31,-0.23,-10.04,0.39,-0.04,10.05,-0.1,-0.08,-0.19,0.23
-10.22,0.16,0,-10.08,0.34,-0.03,10.08,-0.14,-0.19,0.03,0.24
-9.83,0.58,0,-10.03,0.39,-0.03,10.03,0.2,0.19,0.03,0.28
-9.98,0.55,-0.35,-10.02,0.42,-0.09,10.03,0.03,0.12,-0.26,0.29
-9.98,0.19,0.12,-10.01,0.38,-0.05,10.02,0.03,-0.18,0.17,0.25
-10.34,0.04,-0.04,-10.08,0.31,-0.05,10.08,-0.26,-0.27,0.01,0.37
-10.06,0.7,-1.09,-10.07,0.39,-0.26,10.08,0.01,0.31,-0.84,0.89
-9.87,0.58,-1.21,-10.03,0.43,-0.45,10.05,0.16,0.16,-0.76,0.8
-10.14,0.19,-0.43,-10.05,0.38,-0.44,10.07,-0.09,-0.19,0.01,0.21
-10.3,0.19,-0.7,-10.1,0.34,-0.49,10.12,-0.19,-0.15,-0.21,0.32
-10.1,0.23,-0.47,-10.1,0.32,-0.49,10.12,0,-0.09,0.02,0.09
-10.26,0.27,-0.9,-10.13,0.31,-0.57,10.15,-0.12,-0.04,-0.33,0.35
-10.22,0.16,-0.39,-10.15,0.28,-0.53,10.17,-0.07,-0.12,0.14,0.2
-10.06,0.43,-0.47,-10.13,0.31,-0.52,10.15,0.07,0.12,0.05,0.15
-10.1,0.47,-0.55,-10.13,0.34,-0.53,10.15,0.03,0.13,-0.02,0.13
-9.83,0.27,-0.86,-10.07,0.33,-0.59,10.09,0.24,-0.06,-0.27,0.36
-10.73,0.19,0.04,-10.2,0.3,-0.47,10.21,-0.53,-0.11,0.51,0.74
-9.71,0.66,-0.55,-10.1,0.37,-0.48,10.12,0.39,0.29,-0.06,0.49
-10.06,0.08,-0.31,-10.09,0.31,-0.45,10.11,0.03,-0.24,0.14,0.27
-9.91,0.55,-0.66,-10.06,0.36,-0.49,10.07,0.15,0.19,-0.17,0.29
-10.37,0.47,-0.66,-10.12,0.38,-0.53,10.14,-0.25,0.09,-0.14,0.3
-10.26,0.39,-0.39,-10.15,0.38,-0.5,10.17,-0.11,0.01,0.11,0.15
-9.32,0.43,-0.47,-9.98,0.39,-0.49,10,0.66,0.04,0.02,0.66
-10.73,0.23,-0.43,-10.13,0.36,-0.48,10.15,-0.59,-0.13,0.05,0.61
-9.56,0.12,-0.9,-10.02,0.31,-0.56,10.04,0.46,-0.2,-0.33,0.6
-9.98,0.27,-1.56,-10.01,0.3,-0.76,10.04,0.03,-0.03,-0.8,0.8
-10.02,0.35,-0.74,-10.01,0.31,-0.76,10.05,-0.01,0.04,0.02,0.04
-10.69,0.74,-0.7,-10.15,0.4,-0.75,10.18,-0.54,0.34,0.04,0.64
-10.65,0.23,-1.25,-10.25,0.37,-0.85,10.29,-0.4,-0.13,-0.4,0.58
-9.36,0.55,-1.01,-10.07,0.4,-0.88,10.12,0.71,0.14,-0.13,0.74
-10.18,0.55,-0.08,-10.09,0.43,-0.72,10.13,-0.09,0.12,0.64,0.66
-10.88,0.04,-0.12,-10.25,0.35,-0.6,10.27,-0.63,-0.31,0.48,0.85
-10.45,-0.19,0.04,-10.29,0.24,-0.47,10.3,-0.16,-0.44,0.51,0.69
-10.41,0,0.31,-10.31,0.19,-0.31,10.32,-0.1,-0.19,0.63,0.66
-9.71,0.31,-0.04,-10.19,0.22,-0.26,10.2,0.48,0.09,0.22,0.54
-9.4,0.08,-0.47,-10.03,0.19,-0.3,10.04,0.64,-0.11,-0.17,0.67
-10.53,-0.19,-0.23,-10.13,0.11,-0.29,10.14,-0.4,-0.31,0.05,0.5
-10.37,-0.16,0.23,-10.18,0.06,-0.18,10.18,-0.19,-0.22,0.42,0.51
-9.09,0.66,1.21,-9.96,0.18,0.09,9.96,0.88,0.48,1.11,1.5
-9.32,0.7,1.21,-9.83,0.28,0.32,9.84,0.51,0.42,0.89,1.11
-11.7,0.19,1.68,-10.21,0.27,0.59,10.23,-1.49,-0.07,1.09,1.85
-9.98,-0.23,1.52,-10.16,0.17,0.78,10.19,0.18,-0.4,0.75,0.86
-9.71,0.19,1.44,-10.07,0.17,0.91,10.11,0.36,0.02,0.53,0.65
-10.18,0.55,0.74,-10.09,0.25,0.88,10.13,-0.09,0.3,-0.13,0.34
-9.83,0.35,0.7,-10.04,0.27,0.84,10.08,0.21,0.08,-0.14,0.27
-10.02,0.08,0.23,-10.04,0.23,0.72,10.07,0.01,-0.15,-0.49,0.51
-10.34,-0.04,-0.39,-10.1,0.18,0.5,10.11,-0.24,-0.22,-0.89,0.94
-10.02,0.23,-0.98,-10.08,0.19,0.2,10.09,0.06,0.05,-1.18,1.18
-9.83,0.23,-0.62,-10.03,0.2,0.04,10.03,0.2,0.04,-0.66,0.69
-10.57,0.16,-0.39,-10.14,0.19,-0.05,10.14,-0.43,-0.03,-0.34,0.55
-10.22,-0.08,-0.98,-10.15,0.14,-0.23,10.16,-0.06,-0.21,-0.74,0.77
-10.1,0.08,-1.05,-10.14,0.12,-0.4,10.15,0.04,-0.05,-0.66,0.66
-10.57,0.35,-0.74,-10.23,0.17,-0.47,10.24,-0.34,0.18,-0.28,0.47
-9.59,0.66,-1.33,-10.1,0.27,-0.64,10.13,0.51,0.39,-0.69,0.94
-10.61,0.04,-1.95,-10.2,0.22,-0.9,10.25,-0.4,-0.18,-1.05,1.14
-9.79,0,-0.94,-10.12,0.18,-0.91,10.16,0.33,-0.18,-0.03,0.38
-10.49,0.47,-0.62,-10.19,0.24,-0.85,10.23,-0.3,0.23,0.23,0.44
-9.63,0.16,0.19,-10.08,0.22,-0.64,10.1,0.45,-0.06,0.84,0.95
